name,Mean 1000 Seed Weiht, ,URL
Adenostemma lavenia (L.) Kuntze var. latifolium (D.Don) Hand.-Mazz., 1.052,http://data.kew.org/sid/SidServlet?ID=41613&Num=N6Y
Adenostemma lavenia (L.) Kuntze., 0.73848,http://data.kew.org/sid/SidServlet?ID=41614&Num=loB
Adenostemma mauritianum DC., 1.21,http://data.kew.org/sid/SidServlet?ID=41615&Num=6wv
Adenostemma viscosum J.R.Forst. & G.Forst., 0.6312,http://data.kew.org/sid/SidServlet?ID=54441&Num=1z9
Adenostyles alliariae (Gouan) A.Kern., 1.258,http://data.kew.org/sid/SidServlet?ID=58296&Num=b62
Adenostyles alliariae (Gouan) A.Kern. subsp. pyrenaica (Lange) P.Fourn., 1.0192,http://data.kew.org/sid/SidServlet?ID=60641&Num=5Zo
Adenostyles alpina (L.) Bluff & Fingerh subsp. australis (Ten.) Greuter, 1.498,http://data.kew.org/sid/SidServlet?ID=59127&Num=64X
Adenostyles alpina (L.) Bluff & Fingerh., 1.1523,http://data.kew.org/sid/SidServlet?ID=57875&Num=5y4
Adenostyles leucophylla (Willd.) Rchb., 1.3006,http://data.kew.org/sid/SidServlet?ID=59389&Num=77Q
Adoxa moschatellina L., 39,http://data.kew.org/sid/SidServlet?ID=815&Num=eqb
Aedesia glabra (Klatt) O.Hoffm., 8.4548,http://data.kew.org/sid/SidServlet?ID=41616&Num=x2o
Aegopodium kashmiricum (R.R.Stewart ex Dunn) Pimenov, 1.9456,http://data.kew.org/sid/SidServlet?ID=45394&Num=RnT
Aegopodium podagraria L., 2.2,http://data.kew.org/sid/SidServlet?ID=864&Num=5n9
Aegopodium tadshikorum Schischk., 2.684,http://data.kew.org/sid/SidServlet?ID=45395&Num=WEB
Aethusa cynapium L. subsp. cynapium, 1.6896,http://data.kew.org/sid/SidServlet?ID=53729&Num=Jx4
Aethusa cynapium L., 1.57,http://data.kew.org/sid/SidServlet?ID=922&Num=mKi
Aethusa cynapium L. subsp. elata (Hoffm.) Schübl. & G.Martens, 0.992,http://data.kew.org/sid/SidServlet?ID=45396&Num=7C3
Afrocarum imbricatum (Schinz) Rauschert, 0.5664,http://data.kew.org/sid/SidServlet?ID=44546&Num=c2i
Afroligusticum aculeolatum (Engl.) P.J.D.Winter, 7.35816,http://data.kew.org/sid/SidServlet?ID=44547&Num=99T
Afroligusticum claessensii (C.Norman) P.J.D.Winter, 7.754,http://data.kew.org/sid/SidServlet?ID=44548&Num=wIe
Afrosciadium articulatum (C.C.Towns.) P.J.D.Winter, 5.1708,http://data.kew.org/sid/SidServlet?ID=58161&Num=CSG
Afrosciadium caffrum (Meisn.) P.J.D.Winter, 15.9484,http://data.kew.org/sid/SidServlet?ID=60488&Num=15T
Afrosciadium dispersum (C.C.Towns.) P.J.D.Winter, 7.198,http://data.kew.org/sid/SidServlet?ID=58389&Num=nkv
Afrosciadium friesiorum (H.Wolff) P.J.D.Winter var. friesiorum, 2.3428,http://data.kew.org/sid/SidServlet?ID=58624&Num=XXy
Afrosciadium kerstenii (Engl.) P.J.D.Winter, 3.72444,http://data.kew.org/sid/SidServlet?ID=58263&Num=i0y
Afrosciadium magalismontanum (Sond.) P.J.D.Winter, 12.0508,http://data.kew.org/sid/SidServlet?ID=58211&Num=vf2
Afrosciadium nyassicum (H.Wolff) P.J.D.Winter, 4.6972,http://data.kew.org/sid/SidServlet?ID=58119&Num=s03
Afrosciadium platycarpum (Sond.) P.J.D.Winter, 14.2472,http://data.kew.org/sid/SidServlet?ID=58098&Num=4g8
Ageratina adenophora (Spreng.) R.M.King & H.Rob., 0.055,http://data.kew.org/sid/SidServlet?ID=986&Num=07G
Ageratina altissima (L.) R.M.King & H.Rob., 0.1668,http://data.kew.org/sid/SidServlet?ID=31778&Num=jnV
Ageratina areolaris (DC.) Gage ex B.L.Turner, 0.075,http://data.kew.org/sid/SidServlet?ID=31779&Num=ozg
Ageratina aromatica (L.) Spach, 0.2248,http://data.kew.org/sid/SidServlet?ID=41617&Num=dMO
Ageratina brevipes (DC.) R.M.King & H.Rob., 2.937,http://data.kew.org/sid/SidServlet?ID=31780&Num=vR8
Ageratina bustamenta (DC.) R.M.King & H.Rob., 0.0816,http://data.kew.org/sid/SidServlet?ID=987&Num=i06
Ageratina calaminthifolia, 0.1788,http://data.kew.org/sid/SidServlet?ID=31781&Num=2oa
